campus,building,floor,location,location_number,space_type,last_people_traffic,last_inspection_score,prev_people_traffic,prev_inspection_score,time_between_cleaning,people_traffic_diff
Compass HQ,2400 (CC2),6th Floor,623 OFFICE,LOC0074603,Office,5,95,5,95,24,0
Compass HQ,2400 (CC2),6th Floor,6233 & 6235 OFFICE SPACE,LOC0074609,Office Area,4,75,25,89,24,-21
Compass HQ,2400 (CC2),6th Floor,6236-6247 OPEN OFFICE,LOC0074547,Office Area,14,81,8,85,24,6
Compass HQ,2400 (CC2),6th Floor,624 PRINT/COPY,LOC0074606,Printer/Copier Area,9,81,2,79,24,7
Compass HQ,2400 (CC2),6th Floor,625 CONFERENCE,LOC0074548,Small Conf/Phone/Collab/Enclave,4,82,4,87,8,0
Compass HQ,2400 (CC2),6th Floor,626 STORAGE,LOC0074610,Storage,26,91,28,95,24,-2
Compass HQ,2400 (CC2),6th Floor,627 OFFICE,LOC0074568,Office,1,92,5,88,24,-4
Compass HQ,2400 (CC2),6th Floor,628 OFFICE,LOC0074608,Office,3,91,2,88,24,1
Compass HQ,2400 (CC2),6th Floor,629 OFFICE,LOC0074544,Office,4,90,4,100,24,0
Compass HQ,2400 (CC2),6th Floor,630 OFFICE,LOC0074580,Office,3,99,5,100,24,-2
Compass HQ,2400 (CC2),6th Floor,6300-6301 OFFICE HALLWAY,LOC0074546,Hallway,12,98,4,81,24,8
Compass HQ,2400 (CC2),6th Floor,6300-6301 OPEN OFFICE,LOC0074535,Office Area,20,98,30,96,24,-10
Compass HQ,2400 (CC2),6th Floor,6302-6303 OFFICE SPACE,LOC0074556,Office Area,7,84,21,83,24,-14
Compass HQ,2400 (CC2),6th Floor,631 OFFICE,LOC0074543,Office,5,87,2,97,24,3
Compass HQ,2400 (CC2),6th Floor,632 OFFICE,LOC0074545,Office,3,85,4,100,24,-1
Compass HQ,2400 (CC2),6th Floor,633 OFFICE,LOC0074582,Office,2,100,2,100,24,0
Compass HQ,2400 (CC2),6th Floor,634 OFFICE,LOC0074541,Office,5,91,3,87,24,2
Compass HQ,2400 (CC2),6th Floor,635 STORAGE,LOC0074581,Storage,25,98,1,84,24,24
Compass HQ,2400 (CC2),6th Floor,636 HUDDLE ROOM,LOC0074578,Small Conf/Phone/Collab/Enclave,1,73,3,81,8,-2
Compass HQ,2400 (CC2),6th Floor,637 KITCHEN,LOC0074585,Kitchen,6,97,7,79,24,-1
Compass HQ,2400 (CC2),6th Floor,638 STORAGE,LOC0074549,Storage,22,83,29,94,24,-7
Compass HQ,2400 (CC2),6th Floor,639 BOARDROOM,LOC0074591,Conference Room,9,85,1,87,4,8
Compass HQ,2400 (CC2),6th Floor,640 SECURITY,LOC0074597,Reception/Security Desk,15,72,19,95,24,-4
Compass HQ,2400 (CC2),6th Floor,6400-6426 OPEN OFFICE,LOC0074590,Office Area,23,97,19,100,24,4
Compass HQ,2400 (CC2),6th Floor,641 EXECUTIVE GUEST WAITING AREA,LOC0074553,Lobby,16,73,23,84,24,-7
Compass HQ,2400 (CC2),6th Floor,642 CONFERENCE ROOM,LOC0074539,Conference Room,10,90,5,85,4,5
Compass HQ,2400 (CC2),6th Floor,643 OFFICE,LOC0074542,Office,4,98,1,95,24,3
Compass HQ,2400 (CC2),6th Floor,644 OFFICE,LOC0074579,Office,3,95,1,88,24,2
Compass HQ,2400 (CC2),6th Floor,645 OFFICE,LOC0074538,Office,3,99,2,99,24,1
Compass HQ,2400 (CC2),6th Floor,646 OFFICE,LOC0074540,Office,1,92,2,97,24,-1
Compass HQ,2400 (CC2),6th Floor,647 EXECUTIVE LOUNGE,LOC0074571,Private Lounge,19,84,8,78,24,11
Compass HQ,2400 (CC2),6th Floor,648 STORAGE,LOC0074586,Storage,6,77,17,81,24,-11
Compass HQ,2400 (CC2),6th Floor,649 HUDDLE ROOM,LOC0074574,Small Conf/Phone/Collab/Enclave,2,75,3,97,8,-1
Compass HQ,2400 (CC2),6th Floor,650 HR LIBRARY,LOC0074537,Storage,25,93,29,83,24,-4
Compass HQ,2400 (CC2),6th Floor,651 FOCUS ROOM,LOC0074570,Small Conf/Phone/Collab/Enclave,2,98,2,98,8,0
Compass HQ,2400 (CC2),6th Floor,652 PHONE ROOM,LOC0074533,Small Conf/Phone/Collab/Enclave,2,70,1,75,8,1
Compass HQ,2400 (CC2),6th Floor,653 COPIER/PRINTER AREA,LOC0074572,Printer/Copier Area,17,75,15,89,24,2
Compass HQ,2400 (CC2),6th Floor,654 OFFICE,LOC0074573,Office,5,85,1,93,24,4
Compass HQ,2400 (CC2),6th Floor,655 OFFICE,LOC0074534,Office,3,94,3,89,24,0
Compass HQ,2400 (CC2),6th Floor,656 OFFICE,LOC0074587,Office,3,94,3,94,24,0
Compass HQ,2400 (CC2),6th Floor,657 OFFICE,LOC0074536,Office,5,92,5,91,24,0
Compass HQ,2400 (CC2),6th Floor,658 OFFICE,LOC0074575,Office,1,97,2,96,24,-1
Compass HQ,2400 (CC2),6th Floor,659 OFFICE,LOC0074532,Office,1,98,1,85,24,0
Compass HQ,2400 (CC2),6th Floor,660 OFFICE,LOC0074569,Office,3,97,1,96,24,2
Compass HQ,2400 (CC2),6th Floor,661 OFFICE,LOC0074588,Office,3,93,4,87,24,-1
Compass HQ,2400 (CC2),6th Floor,662 OFFICE,LOC0074598,Office,4,93,1,90,24,3
Compass HQ,2400 (CC2),6th Floor,663 OFFICE,LOC0074557,Office,2,99,5,97,24,-3
Compass HQ,2400 (CC2),6th Floor,664 OFFICE,LOC0074577,Office,4,85,2,90,24,2
Compass HQ,2400 (CC2),6th Floor,ELEVATOR 1,LOC0074562,Elevator,4,97,2,88,4,2
Compass HQ,2400 (CC2),6th Floor,ELEVATOR 2,LOC0074604,Elevator,6,89,3,92,4,3
Compass HQ,2400 (CC2),6th Floor,ELEVATOR 3,LOC0074558,Elevator,6,90,3,96,4,3
Compass HQ,2400 (CC2),6th Floor,HALLWAY- CENTRAL,LOC0074596,Hallway,24,81,26,90,24,-2
Compass HQ,2400 (CC2),6th Floor,HALLWAY-NORTH,LOC0074567,Hallway,21,88,13,94,24,8
Compass HQ,2400 (CC2),6th Floor,HALLWAY-SOUTH,LOC0074583,Hallway,29,80,7,92,24,22
Compass HQ,2400 (CC2),Grounds,Grounds,LOC0073800,Grounds,30,74,28,97,24,2
Compass HQ,2400 (CC2),Roof,Roof,LOC0073799,Roof,8,89,5,82,24,3
Compass HQ,Parking Garage,Garage,1st Floor,LOC0077510,Parking Area,6,86,16,98,24,-10
Compass HQ,Parking Garage,Garage,2nd Floor,LOC0077511,Parking Area,21,93,19,75,24,2
Compass HQ,Parking Garage,Garage,3rd Floor,LOC0077512,Parking Area,21,91,12,82,24,9
Compass HQ,Parking Garage,Garage,Grounds,LOC0077524,Grounds,28,88,1,98,24,27
